FID,pk,efetivacao,tipo,nivel,upperlimit,uom_ulimit,lowerlimit,uom_llimit,rumo_verda,rumo_mag,c_rumo_ver,c_rumo_mag,aerovia,geom,emenda,emenda_futura
airway.2156,5321,2017-10-12,RNAV,UPPER,999,FL,245,FL,119,139,299,319,UZ8,"MULTILINESTRING ((-49.472994444 -18.293841667, -49.33333333 -18.36694444))",2018-09-13,2018-10-11
airway.2157,4639,2017-10-12,RNAV,UPPER,999,FL,245,FL,103,125,283,305,UZ8,"MULTILINESTRING ((-44.67483333 -19.69033333, -44.50712945544711 -19.72692841219327, -44.33934936585425 -19.763366380903058, -44.17149320283923 -19.799646852396368, -44.003561111 -19.835769444))",2018-09-13,2018-10-11
airway.2158,5127,2017-10-12,RNAV,UPPER,999,FL,245,FL,114,135,294,315,UZ8,"MULTILINESTRING ((-48.620697222000004 -18.674955556, -48.48582747032002 -18.73282173237226, -48.350865935285185 -18.790590345336557, -48.21581240519605 -18.84826100719814, -48.08066667 -18.90583333))",2018-09-13,2018-10-11
airway.2159,5126,2017-10-12,RNAV,UPPER,999,FL,245,FL,114,135,294,315,UZ8,"MULTILINESTRING ((-48.797152778000005 -18.599047222, -48.708944592163455 -18.637022159960768, -48.620697222000004 -18.674955556))",2018-09-13,2018-10-11
airway.2160,5124,2017-10-12,RNAV,UPPER,999,FL,245,FL,114,133,293,313,UZ8,"MULTILINESTRING ((-51.188711111 -17.521058333, -51.030509377115386 -17.58709954061754, -50.8721928172137 -17.65301362866703, -50.713761111000004 -17.7188))",2018-09-13,2018-10-11
airway.2161,2206,2017-10-12,RNAV,UPPER,999,FL,245,FL,108,126,288,306,UZ8,"MULTILINESTRING ((-55.443000000000005 -15.875, -55.290792561442636 -15.92417047670479, -55.138511111 -15.973233333))",2018-09-13,2018-10-11
airway.2162,4187,2017-10-12,RNAV,UPPER,999,FL,245,FL,106,127,286,307,UZ8,"MULTILINESTRING ((-48.08066667 -18.90583333, -47.92468907776987 -18.94785379368464, -47.76863351431652 -18.989742809237, -47.612500000000004 -19.0315))",2018-09-13,2018-10-11
airway.2163,4192,2017-10-12,RNAV,UPPER,999,FL,245,FL,100,122,279,302,UZ8,"MULTILINESTRING ((-45.76833333 -19.51333333, -45.6228190452794 -19.53645065016363, -45.47726344223267 -19.55945071170331, -45.331666667 -19.582333333))",2018-09-13,2018-10-11
airway.2164,4195,2017-10-12,RNAV,UPPER,999,FL,245,FL,114,133,294,313,UZ8,"MULTILINESTRING ((-53.10083333 -16.70916667, -52.9103638055119 -16.79116509484233, -52.719730890326964 -16.87298651876909, -52.52893395471388 -16.95462988042975, -52.33797237447017 -17.03609411759129, -52.14684553097562 -17.11737816715123, -51.955552811249326 -17.1984809651495, -51.76409360800696 -17.27940144678061, -51.57246731971835 -17.36013854640619, -51.38067335066537 -17.44069119756779, -51.188711111 -17.521058333))",2018-09-13,2018-10-11
airway.2165,5929,2017-10-12,RNAV,UPPER,999,FL,245,FL,114,135,294,315,UZ8,"MULTILINESTRING ((-48.848925284 -18.576649941, -48.797152778000005 -18.599047222))",2018-09-13,2018-10-11
airway.2166,5125,2017-10-12,RNAV,UPPER,999,FL,245,FL,113,133,293,314,UZ8,"MULTILINESTRING ((-50.713761111000004 -17.7188, -50.54293951801943 -17.78953361613358, -50.37198350589251 -17.860117542011, -50.200892685102886 -17.930551029494158, -50.02966667 -18.00083333))",2018-09-13,2018-10-11
airway.2167,4622,2017-10-12,RNAV,UPPER,999,FL,245,FL,112,130,292,311,UZ8,"MULTILINESTRING ((-53.606247256 -16.514419296, -53.43788908800559 -16.57947193224598, -53.269417881300456 -16.64438794191683, -53.10083333 -16.70916667))",2018-09-13,2018-10-11
airway.2168,4196,2017-10-12,RNAV,UPPER,999,FL,245,FL,119,139,299,319,UZ8,"MULTILINESTRING ((-50.02966667 -18.00083333, -49.89067229067756 -18.07423697549179, -49.75156241868529 -18.14753992537137, -49.61233661545582 -18.22074166201285, -49.472994444 -18.293841667))",2018-09-13,2018-10-11
airway.2169,2207,2017-10-12,RNAV,UPPER,999,FL,245,FL,112,130,292,310,UZ8,"MULTILINESTRING ((-54.34633333 -16.22633333, -54.198489720183126 -16.2841588011478, -54.05055952595123 -16.34188058036305, -53.902542528271624 -16.399498220662178, -53.75443851002153 -16.45701127494527, -53.606247256 -16.514419296))",2018-09-13,2018-10-11
airway.2170,4185,2017-10-12,RNAV,UPPER,999,FL,245,FL,114,135,294,315,UZ8,"MULTILINESTRING ((-49.33333333 -18.36694444, -49.17199473766594 -18.43698425582278, -49.01052551543934 -18.50688631224601, -48.848925284 -18.576649941))",2018-09-13,2018-10-11
airway.2171,4188,2017-10-12,RNAV,UPPER,999,FL,245,FL,106,127,286,307,UZ8,"MULTILINESTRING ((-47.612500000000004 -19.0315, -47.45806931002028 -19.07296765748832, -47.30356189488954 -19.11430574220325, -47.148977778 -19.155513889))",2018-09-13,2018-10-11
airway.2172,4190,2017-10-12,RNAV,UPPER,999,FL,245,FL,106,127,285,307,UZ8,"MULTILINESTRING ((-46.828813889 -19.241625, -46.676201518561705 -19.28228945151, -46.52351391387159 -19.32282619495251, -46.3707511043678 -19.36323487937899, -46.21791312175302 -19.403515154361628, -46.065000000000005 -19.44366667))",2018-09-13,2018-10-11
airway.2173,4189,2017-10-12,RNAV,UPPER,999,FL,245,FL,106,127,286,307,UZ8,"MULTILINESTRING ((-47.148977778 -19.155513889, -46.98893747124623 -19.19863941269209, -46.828813889 -19.241625))",2018-09-13,2018-10-11
airway.2174,4194,2017-10-12,RNAV,UPPER,999,FL,245,FL,100,122,280,302,UZ8,"MULTILINESTRING ((-44.793105556 -19.671019444, -44.67483333 -19.69033333))",2018-09-13,2018-10-11
airway.2175,4193,2017-10-12,RNAV,UPPER,999,FL,245,FL,100,122,280,302,UZ8,"MULTILINESTRING ((-45.331666667 -19.582333333, -45.15221201021437 -19.61207442698634, -44.97269155101781 -19.6416365825172, -44.793105556 -19.671019444))",2018-09-13,2018-10-11
airway.2176,6659,2017-10-12,RNAV,UPPER,999,FL,245,FL,108,126,288,306,UZ8,"MULTILINESTRING ((-55.138511111 -15.973233333, -54.9802360422554 -16.024088275248708, -54.82188085145169 -16.074826194017128, -54.663445415777126 -16.12544664124262, -54.504929614704146 -16.17594916909849, -54.34633333 -16.22633333))",2018-09-13,2018-10-11
airway.2177,2215,2017-06-22,RNAV,UPPER,999,FL,245,FL,117,135,296,316,UZ9,"MULTILINESTRING ((-54.14 -5.8215, -53.98228159343082 -5.900510707184489, -53.824518535714425 -5.97947648703183, -53.66671023785125 -6.05839672153855, -53.5088561116114 -6.1372707923557694, -53.350955569496385 -6.21609808081072, -53.19300802475054 -6.29487796790325, -53.035012891372716 -6.37360983430251, -52.876969584128 -6.45229306034348, -52.718877518559445 -6.53092702602371, -52.560736111000004 -6.609511111))",2018-09-13,2018-10-11
airway.2178,2217,2017-06-22,RNAV,UPPER,999,FL,245,FL,116,136,296,316,UZ9,"MULTILINESTRING ((-51.534294444000004 -7.113722222, -51.402056229325495 -7.178264029729959, -51.269780746042215 -7.242767556256069, -51.137467667372896 -7.30723244344875, -51.005116667 -7.371658333))",2018-09-13,2018-10-11
airway.2179,2216,2017-06-22,RNAV,UPPER,999,FL,245,FL,116,136,296,316,UZ9,"MULTILINESTRING ((-52.560736111000004 -6.609511111, -52.41423267633735 -6.68167512447522, -52.26768630117235 -6.75379533619937, -52.121096531327176 -6.82587125653113, -51.97446291327156 -6.89790239556417, -51.8277849941026 -6.9698882631391, -51.68106232155311 -7.04182836884151, -51.534294444000004 -7.113722222))",2018-09-13,2018-10-11
airway.2180,2218,2017-06-22,RNAV,UPPER,999,FL,245,FL,116,136,296,316,UZ9,"MULTILINESTRING ((-50.232172222 -7.744825, -50.07738175573974 -7.81920850654035, -49.9225364715034 -7.893534995160709, -49.76763586442396 -7.96780389737821, -49.612679430581984 -8.04201464437404, -49.457666667 -8.116166667))",2018-09-13,2018-10-11
airway.2181,6217,2017-06-22,RNAV,UPPER,999,FL,245,FL,116,136,296,316,UZ9,"MULTILINESTRING ((-51.005116667 -7.371658333, -50.8506334419292 -7.4464011013236195, -50.69609789489846 -7.52108971955758, -50.541509515458834 -7.59572362049319, -50.38686779405142 -7.670302236593449, -50.232172222 -7.744825))",2018-09-13,2018-10-11
airway.2182,2221,2017-06-21,RNAV,UPPER,999,FL,245,FL,116,137,296,317,UZ9,"MULTILINESTRING ((-48.504666667 -8.576, -48.381166667 -8.635166667))",2018-09-13,2018-10-11
airway.2183,2212,2017-06-21,RNAV,UPPER,999,FL,245,FL,114,131,294,311,UZ9,"MULTILINESTRING ((-57.776947222000004 -4.136755556, -57.62248014706492 -4.2063337372444, -57.46798566780941 -4.27588112205935, -57.31346333686574 -4.34539719401816, -57.15891270737899 -4.41488143656093, -57.004333333 -4.484333333))",2018-09-13,2018-10-11
airway.2184,2210,2017-06-21,RNAV,UPPER,999,FL,245,FL,116,132,296,313,UZ9,"MULTILINESTRING ((-59.458833333 -3.337166667, -59.319273641166 -3.40669129779818, -59.179693923611815 -3.47619552547238, -59.0400937738222 -3.54567892986747, -58.90047278556355 -3.61514109070257, -58.76083055286023 -3.6845815875833496, -58.62116667 -3.754))",2018-09-13,2018-10-11
airway.2185,2211,2017-06-21,RNAV,UPPER,999,FL,245,FL,114,131,294,311,UZ9,"MULTILINESTRING ((-58.62116667 -3.754, -58.4805165198213 -3.81785187760224, -58.339845591369 -3.8816805643220498, -58.199153540759795 -3.94548566790674, -58.05844002443712 -4.00926679601311, -57.91770469915828 -4.07302355621457, -57.776947222000004 -4.136755556))",2018-09-13,2018-10-11
airway.2186,2222,2017-06-21,RNAV,UPPER,999,FL,245,FL,116,137,296,317,UZ9,"MULTILINESTRING ((-48.381166667 -8.635166667, -48.25115564059067 -8.69734454827176, -48.121101739000004 -8.759477825))",2018-09-13,2018-10-11
airway.2187,2214,2017-06-21,RNAV,UPPER,999,FL,245,FL,117,135,296,315,UZ9,"MULTILINESTRING ((-55.36866667 -5.208833333, -55.2152192816584 -5.28555414245458, -55.061734133085636 -5.36223680531306, -54.90821068287013 -5.4388807557681, -54.75464839021619 -5.51548542773723, -54.60104671491368 -5.592050254879689, -54.44740511734768 -5.668574670593309, -54.2937230585082 -5.7450581080114596, -54.14 -5.8215))",2018-09-13,2018-10-11
airway.2188,2213,2017-06-21,RNAV,UPPER,999,FL,245,FL,114,131,294,312,UZ9,"MULTILINESTRING ((-57.004333333 -4.484333333, -56.840920391101676 -4.5569584970506, -56.67747465606817 -4.62954634792487, -56.513995613725186 -4.70209628134986, -56.35048275060732 -4.77460769288097, -56.18693555393926 -4.84707997791361, -56.02335351164755 -4.91951253168122, -55.85973611237232 -4.9919047492535, -55.696082845479175 -5.0642560255345, -55.53239320107103 -5.1365657552608495, -55.36866667 -5.208833333))",2018-09-13,2018-10-11
airway.2189,2220,2017-06-21,RNAV,UPPER,999,FL,245,FL,116,137,296,317,UZ9,"MULTILINESTRING ((-49.457666667 -8.116166667, -49.29898724234657 -8.19296439875049, -49.140246987886385 -8.269699418917039, -48.98144535254827 -8.34637110861218, -48.822581786359095 -8.42297884854621, -48.66365574043598 -8.49952201903543, -48.504666667 -8.576))",2018-09-13,2018-10-11
airway.2190,2225,2017-06-21,RNAV,UPPER,999,FL,245,FL,115,137,295,317,UZ9,"MULTILINESTRING ((-46.214166667 -9.6575, -46.07002860378785 -9.72354247847323, -45.925833987166754 -9.78952392132231, -45.78158245612855 -9.85544388304398, -45.637273650590316 -9.92130191788689, -45.492907211389145 -9.98709757985786, -45.34848278029105 -10.05283042272148, -45.204 -10.118500000000001))",2018-09-13,2018-10-11
airway.2191,2224,2017-06-21,RNAV,UPPER,999,FL,245,FL,115,137,295,317,UZ9,"MULTILINESTRING ((-46.51716667 -9.518, -46.36569761939717 -9.587783250622179, -46.214166667 -9.6575))",2018-09-13,2018-10-11
airway.2192,2226,2017-06-21,RNAV,UPPER,999,FL,245,FL,115,137,294,317,UZ9,"MULTILINESTRING ((-45.204 -10.118500000000001, -45.053977981958546 -10.186376552806559, -44.90389252832123 -10.25418397476911, -44.753743245764255 -10.32192176745605, -44.60352974210946 -10.38958943215286, -44.45325162632244 -10.45718646986787, -44.30290850852372 -10.52471238133224, -44.1525 -10.592166667))",2018-09-13,2018-10-11
airway.2193,2227,2017-06-21,RNAV,UPPER,999,FL,245,FL,114,137,294,317,UZ9,"MULTILINESTRING ((-44.1525 -10.592166667, -43.999235338280165 -10.66068663876295, -43.845902140087595 -10.72913125904695, -43.6925 -10.797500000000001))",2018-09-13,2018-10-11
airway.2194,2228,2017-06-21,RNAV,UPPER,999,FL,245,FL,114,137,294,317,UZ9,"MULTILINESTRING ((-43.6925 -10.797500000000001, -43.53747692529261 -10.866309653188479, -43.382382859949935 -10.93504080463684, -43.22721739273852 -11.00369291076947, -43.07198011383472 -11.0722654277047, -42.91667061482732 -11.14075781126001, -42.76128848873102 -11.20916951695261, -42.60583333 -11.2775))",2018-09-13,2018-10-11
airway.2195,4339,2017-06-21,RNAV,UPPER,999,FL,245,FL,115,137,295,317,UZ9,"MULTILINESTRING ((-46.98694444 -9.299722222, -46.830417244579415 -9.372551161377139, -46.6738248146969 -9.44531061316059, -46.51716667 -9.518))",2018-09-13,2018-10-11
airway.2196,5844,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-39.049661439 -12.635766986, -38.95667663442756 -12.670483126565829, -38.863666667000004 -12.705166667))",2018-09-13,2018-10-11
airway.2197,5843,2014-06-26,RNAV,UPPER,999,FL,245,FL,116,137,296,317,UZ9,"MULTILINESTRING ((-48.121101739000004 -8.759477825, -47.95980159084413 -8.83644404545341, -47.79843453071292 -8.91334054100703, -47.637 -8.990166667))",2018-09-13,2018-10-11
airway.2198,4338,2014-06-26,RNAV,UPPER,999,FL,245,FL,116,137,296,317,UZ9,"MULTILINESTRING ((-47.637 -8.990166667, -47.474591142494894 -9.06766492855015, -47.31211264258777 -9.14509071469683, -47.14956393105011 -9.22244336585805, -46.98694444 -9.299722222))",2018-09-13,2018-10-11
airway.2199,2230,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-42.0595 -11.4905, -41.91278537591984 -11.54738296521397, -41.76601164159058 -11.604191519838299, -41.619178551997656 -11.660925258591, -41.47228586333282 -11.71758377611884, -41.325333333 -11.774166667))",2018-09-13,2018-10-11
airway.2200,2229,2014-06-26,RNAV,UPPER,999,FL,245,FL,112,134,292,314,UZ9,"MULTILINESTRING ((-42.60583333 -11.2775, -42.46932607893905 -11.33084524042777, -42.33276824192172 -11.38412720604526, -42.196159616222225 -11.437345568655049, -42.0595 -11.4905))",2018-09-13,2018-10-11
airway.2201,2232,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-41.049 -11.880333333, -40.96016798469632 -11.914309877500349, -40.871313889 -11.948258333))",2018-09-13,2018-10-11
airway.2202,2231,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-41.325333333 -11.774166667, -41.1871933005026 -11.827283735000009, -41.049 -11.880333333))",2018-09-13,2018-10-11
airway.2203,3892,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-40.1 -12.24, -39.95047379197448 -12.29670476820186, -39.80088351548288 -12.35332754412864, -39.651228931805825 -12.40986790427963, -39.501509803618866 -12.46632542510325, -39.351725895 -12.522699683))",2018-09-13,2018-10-11
airway.2204,4951,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-40.368666667 -12.139666667, -40.23435857920273 -12.18986613552471, -40.1 -12.24))",2018-09-13,2018-10-11
airway.2205,4949,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-40.871313889 -11.948258333, -40.70444612574855 -12.01192911633817, -40.5375 -12.0755))",2018-09-13,2018-10-11
airway.2206,4950,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-40.5375 -12.0755, -40.368666667 -12.139666667))",2018-09-13,2018-10-11
airway.2207,4952,2014-06-26,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-39.351725895 -12.522699683, -39.200726708887345 -12.579276038138229, -39.049661439 -12.635766986))",2018-09-13,2018-10-11
airway.2208,2209,2015-08-20,RNAV,UPPER,999,FL,245,FL,116,131,296,312,UZ9,"MULTILINESTRING ((-60.054738889 -3.040030556, -59.90579431723685 -3.11434697539974, -59.756828864617 -3.18864214105882, -59.60784203510847 -3.26291554197444, -59.458833333 -3.337166667))",2018-09-13,2018-10-11
airway.2209,2236,2015-08-20,RNAV,UPPER,999,FL,245,FL,111,134,291,314,UZ9,"MULTILINESTRING ((-38.863666667000004 -12.705166667, -38.72817155596114 -12.755584387738839, -38.59262283307946 -12.80593244581122, -38.45702033265152 -12.856210530237059, -38.32136389 -12.90641833))",2018-09-13,2018-10-11
airway.2210,5792,2017-10-12,RNAV,UPPER,999,FL,245,FL,103,121,282,301,UZ11,"MULTILINESTRING ((-55.230769862 -4.172582775, -55.05872915287595 -4.21092110578285, -54.88667161265648 -4.249221312214059, -54.714597102992165 -4.2874830426219095, -54.54250548609732 -4.32570594555352, -54.370396624753624 -4.36388966977759, -54.19827038231515 -4.40203386428675, -54.02612662271315 -4.440138178299979, -53.85396521046103 -4.47820226126502, -53.68178601065921 -4.51622576286083, -53.509588889 -4.554208333))",2018-09-13,2018-10-11
airway.2211,5092,2017-06-21,RNAV,UPPER,999,FL,245,FL,103,120,283,301,UZ11,"MULTILINESTRING ((-55.74333333 -4.057777778, -55.572495128920735 -4.09608280131408, -55.40164068562419 -4.1343512490798, -55.230769862 -4.172582775))",2018-09-13,2018-10-11
airway.2212,5091,2017-06-21,RNAV,UPPER,999,FL,245,FL,103,119,283,299,UZ11,"MULTILINESTRING ((-59.559936111 -3.155938889, -59.407166667 -3.1916666670000002))",2018-09-13,2018-10-11
airway.2213,6833,2017-10-12,RNAV,UPPER,999,FL,245,FL,100,120,280,300,UZ11,"MULTILINESTRING ((-52.6696 -4.727922222, -52.500383921498276 -4.75928509804538, -52.331152531486005 -4.79060634342458, -52.16190574786183 -4.82188567921655, -51.99264348903639 -4.85312282677541, -51.82336567393488 -4.88431750773278, -51.654072222 -4.915469444))",2018-09-13,2018-10-11
airway.2214,6832,2017-10-12,RNAV,UPPER,999,FL,245,FL,102,121,282,301,UZ11,"MULTILINESTRING ((-53.509588889 -4.554208333, -53.341623864353 -4.58903086058514, -53.17364256961261 -4.62381381812422, -53.005644898032145 -4.65855690065315, -52.83763074339143 -4.69325980344256, -52.6696 -4.727922222))",2018-09-13,2018-10-11
airway.2215,6834,2017-10-12,RNAV,UPPER,999,FL,245,FL,100,120,280,300,UZ11,"MULTILINESTRING ((-51.654072222 -4.915469444, -51.489368023461815 -4.945330449828, -51.324649078222926 -4.975150490115309, -51.15991531600539 -5.0049293130298, -50.995166667 -5.034666667))",2018-09-13,2018-10-11
airway.2216,2252,2017-06-21,RNAV,UPPER,999,FL,245,FL,103,118,283,299,UZ11,"MULTILINESTRING ((-60.054738889 -3.040030556, -59.889816564697455 -3.0786924352904497, -59.72488235280188 -3.11732865444783, -59.559936111 -3.155938889))",2018-09-13,2018-10-11
airway.2217,2254,2017-06-21,RNAV,UPPER,999,FL,245,FL,103,120,283,300,UZ11,"MULTILINESTRING ((-59.0305 -3.2835, -58.88142864774403 -3.31939064915086, -58.732346538864775 -3.35525870033789, -58.5832535629569 -3.39110390722304, -58.434149609880336 -3.42692602355534, -58.285034569762296 -3.46272480317209, -58.135908333 -3.4985000000000004))",2018-09-13,2018-10-11
airway.2218,2253,2017-06-21,RNAV,UPPER,999,FL,245,FL,104,120,284,300,UZ11,"MULTILINESTRING ((-59.407166667 -3.1916666670000002, -59.28161863832668 -3.22229338993731, -59.156063105352004 -3.25290455062179, -59.0305 -3.2835))",2018-09-13,2018-10-11
airway.2219,2255,2017-06-21,RNAV,UPPER,999,FL,245,FL,103,120,283,300,UZ11,"MULTILINESTRING ((-58.135908333 -3.4985000000000004, -57.9931142851465 -3.53247787910147, -57.850309855087914 -3.56643369946547, -57.70749494883819 -3.6003672469389296, -57.564669472646735 -3.63427830744818, -57.421833333 -3.668166667))",2018-09-13,2018-10-11
airway.2220,2256,2017-06-21,RNAV,UPPER,999,FL,245,FL,103,120,283,301,UZ11,"MULTILINESTRING ((-57.421833333 -3.668166667, -57.25405137693486 -3.70727564530161, -57.086254684039694 -3.7463526714487196, -56.91844310945117 -3.7853974049407597, -56.750616508770676 -3.82440950544123, -56.58277473806758 -3.8633886327800497, -56.414917653884025 -3.90233444695554, -56.247045113239636 -3.9412466081365296, -56.07915697363631 -3.98012477666428, -55.911253093062896 -4.01896861305464, -55.74333333 -4.057777778))",2018-09-13,2018-10-11
airway.2221,5794,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,124,282,304,UZ11,"MULTILINESTRING ((-40.66388889 -7.165, -40.52786947069953 -7.19310354338814, -40.391833333 -7.221166667))",2018-09-13,2018-10-11
airway.2222,5093,2014-05-29,RNAV,UPPER,999,FL,245,FL,101,123,281,303,UZ11,"MULTILINESTRING ((-37.88083333 -7.680833333, -37.77700488761853 -7.70092925248885, -37.673166667000004 -7.721))",2018-09-13,2018-10-11
airway.2223,5793,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,124,282,304,UZ11,"MULTILINESTRING ((-42.253976564 -6.8437563930000005, -42.11972222307321 -6.871597522910379, -41.98545227220594 -6.899401000265709, -41.851166667 -6.927166667))",2018-09-13,2018-10-11
airway.2224,2271,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,124,282,304,UZ11,"MULTILINESTRING ((-43.529666667 -6.577166667, -43.370281013457486 -6.6106710767368, -43.210873914549246 -6.6441243940538, -43.05144529083476 -6.67752635139155, -42.891995063503686 -6.71087668146302, -42.7325231543781 -6.74417511725581, -42.57302948591527 -6.777421392034159, -42.41351398121051 -6.810615239341, -42.253976564 -6.8437563930000005))",2018-09-13,2018-10-11
airway.2225,2267,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,123,282,303,UZ11,"MULTILINESTRING ((-46.5475 -5.937, -46.38446797423197 -5.97156713564079, -46.221415520600786 -6.00608590219902, -46.05834254641773 -6.0405560121286195, -45.895248959618655 -6.074977178149839, -45.73213466876664 -6.10934911325144, -45.56899958305517 -6.14367153069292, -45.405843612311536 -6.177944144006649, -45.242666667 -6.212166667))",2018-09-13,2018-10-11
airway.2226,2265,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,123,282,303,UZ11,"MULTILINESTRING ((-47.461333333 -5.7395000000000005, -47.396666667 -5.753666667))",2018-09-13,2018-10-11
airway.2227,2261,2014-05-29,RNAV,UPPER,999,FL,245,FL,100,120,280,300,UZ11,"MULTILINESTRING ((-50.995166667 -5.034666667, -50.80926064364435 -5.06826071397075, -50.62333542848652 -5.10180128555022, -50.43739092271897 -5.13528802060177, -50.25142702831294 -5.16872055842384, -50.06544364802212 -5.20209853875374, -49.87944068538701 -5.235421601771209, -49.69341804473939 -5.26868938810206, -49.50737563120668 -5.30190153882178, -49.32131335071629 -5.33505769545917, -49.13523111 -5.3681575))",2018-09-13,2018-10-11
airway.2228,2266,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,123,282,303,UZ11,"MULTILINESTRING ((-47.396666667 -5.753666667, -47.2268774348031 -5.79043578576365, -47.057066263914535 -5.827154009660689, -46.8872330420622 -5.8638210073271795, -46.71737765769766 -5.9004364476961, -46.5475 -5.937))",2018-09-13,2018-10-11
airway.2229,2269,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,124,282,304,UZ11,"MULTILINESTRING ((-44.796666667000004 -6.3045, -44.64711145055315 -6.33698162798102, -44.49753753852999 -6.36942010042707, -44.347944857121945 -6.4018151893607795, -44.198333333 -6.434166667))",2018-09-13,2018-10-11
airway.2230,2268,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,123,282,303,UZ11,"MULTILINESTRING ((-45.242666667 -6.212166667, -45.094017389411356 -6.24298652412684, -44.94535074426039 -6.2737643729663795, -44.796666667000004 -6.3045))",2018-09-13,2018-10-11
airway.2231,2270,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,124,282,304,UZ11,"MULTILINESTRING ((-44.198333333 -6.434166667, -44.03120206545223 -6.469999491122279, -43.8640472639148 -6.50577730866313, -43.696868830230805 -6.54149980529345, -43.529666667 -6.577166667))",2018-09-13,2018-10-11
airway.2232,2279,2014-05-29,RNAV,UPPER,999,FL,245,FL,98,121,278,301,UZ11,"MULTILINESTRING ((-38.45416667 -7.596666667, -38.31085437064334 -7.61777962594113, -38.16752805343767 -7.63884514803624, -38.02418770942064 -7.659863096049239, -37.88083333 -7.680833333))",2018-09-13,2018-10-11
airway.2233,2275,2014-05-29,RNAV,UPPER,999,FL,245,FL,101,123,281,303,UZ11,"MULTILINESTRING ((-40.240661111 -7.2510694440000005, -40.10262402799745 -7.27825512374916, -39.964570337259936 -7.30539869696547, -39.8265 -7.3325000000000005))",2018-09-13,2018-10-11
airway.2234,2273,2014-05-29,RNAV,UPPER,999,FL,245,FL,101,123,281,303,UZ11,"MULTILINESTRING ((-40.964333333 -7.107, -40.814120567849216 -7.13602445365651, -40.66388889 -7.165))",2018-09-13,2018-10-11
airway.2235,2272,2014-05-29,RNAV,UPPER,999,FL,245,FL,102,124,281,304,UZ11,"MULTILINESTRING ((-41.851166667 -6.927166667, -41.67385436295755 -6.96326712126196, -41.49651497243042 -6.99930103910033, -41.31914840002761 -7.03526806288005, -41.14175455135113 -7.0711678354206695, -40.964333333 -7.107))",2018-09-13,2018-10-11
airway.2236,2274,2014-05-29,RNAV,UPPER,999,FL,245,FL,101,123,281,303,UZ11,"MULTILINESTRING ((-40.391833333 -7.221166667, -40.240661111 -7.2510694440000005))",2018-09-13,2018-10-11
airway.2237,2277,2014-05-29,RNAV,UPPER,999,FL,245,FL,101,123,281,303,UZ11,"MULTILINESTRING ((-39.514824999999995 -7.393216667, -39.376899993724905 -7.41996511328731, -39.238958339006395 -7.44667072226426, -39.101 -7.473333333))",2018-09-13,2018-10-11
airway.2238,2276,2014-05-29,RNAV,UPPER,999,FL,245,FL,101,123,281,303,UZ11,"MULTILINESTRING ((-39.8265 -7.3325000000000005, -39.67067309941726 -7.362885468059679, -39.514824999999995 -7.393216667))",2018-09-13,2018-10-11
airway.2239,2278,2014-05-29,RNAV,UPPER,999,FL,245,FL,101,123,281,303,UZ11,"MULTILINESTRING ((-39.101 -7.473333333, -38.93932594610895 -7.50425619123838, -38.77762907566026 -7.53511953676036, -38.6159093347052 -7.56592311381277, -38.45416667 -7.596666667))",2018-09-13,2018-10-11
airway.2240,2281,2014-05-29,RNAV,UPPER,999,FL,245,FL,99,121,279,301,UZ11,"MULTILINESTRING ((-36.3085 -7.931666667, -36.135000000000005 -7.957833333))",2018-09-13,2018-10-11
airway.2241,2280,2014-05-29,RNAV,UPPER,999,FL,245,FL,99,121,279,301,UZ11,"MULTILINESTRING ((-37.673166667000004 -7.721, -37.502658205084465 -7.74757398909595, -37.33212839230044 -7.77407970760125, -37.16157720716801 -7.800516910782189, -36.99100462911945 -7.826885354396589, -36.82041063816802 -7.853184794747889, -36.64979521514558 -7.87941498865134, -36.47915834164074 -7.9055756934465, -36.3085 -7.931666667))",2018-09-13,2018-10-11
