FID,pk,efetivacao,tipo,nivel,upperlimit,uom_ulimit,lowerlimit,uom_llimit,rumo_verda,rumo_mag,c_rumo_ver,c_rumo_mag,aerovia,geom,emenda,emenda_futura
airway.419,429,2014-04-03,CONV,LOWER,245,FL,145,FL,48,69,228,249,W22,"MULTILINESTRING ((-44.732 -3.041166667, -44.60895613094128 -2.9282052992675998, -44.485936912524735 -2.8152301344975497, -44.36294139027328 -2.70224170831095, -44.23996861 -2.589240556))",2018-09-13,2018-10-11
airway.420,428,2014-04-03,CONV,LOWER,245,FL,145,FL,48,69,228,249,W22,"MULTILINESTRING ((-47.4498425 -5.523888611, -47.32742207569429 -5.41393820599666, -47.205045882118156 -5.30396267868825, -47.0827130097805 -5.19396255058222, -46.96042254966193 -5.08393834260701, -46.83817359320588 -4.97389057512424, -46.71596523230962 -4.8638197679409, -46.59379655931523 -4.75372644032154, -46.471666667 -4.643611111))",2018-09-13,2018-10-11
airway.421,5370,2017-06-21,CONV,LOWER,245,FL,145,FL,48,69,227,248,W22,"MULTILINESTRING ((-46.471666667 -4.643611111, -46.29739145239904 -4.48353854430148, -46.12319207980974 -4.3234237072088195, -45.94906581776847 -4.16326813138552, -45.775009936622496 -4.00307334645637, -45.60102170846618 -3.84284088008382, -45.427098407076656 -3.6825722580442797, -45.25323730784934 -3.52226900430439, -45.07943568773284 -3.36193264109715, -44.90569082516376 -3.20156468899801, -44.732 -3.041166667))",2018-09-13,2018-10-11
airway.422,433,2014-03-06,CONV,LOWER,245,FL,145,FL,213,231,33,51,W23,"MULTILINESTRING ((-55.18333333 -2.986333333, -55.26973206736531 -3.11882556970233, -55.35615243376311 -3.2513103449347, -55.442595354417065 -3.38378733933021, -55.52906175530126 -3.51625623323665, -55.615552563172315 -3.64871670670653, -55.70206870560037 -3.78116843948539, -55.788611111 -3.9136111110000003))",2018-09-13,2018-10-11
airway.423,5380,2014-06-26,CONV,LOWER,245,FL,145,FL,214,231,34,51,W23,"MULTILINESTRING ((-55.788611111 -3.9136111110000003, -55.860610322117864 -4.02258080156278, -55.932628666063664 -4.1315438255004295, -56.004666667 -4.2405))",2018-09-13,2018-10-11
airway.424,431,2014-06-26,CONV,LOWER,245,FL,145,FL,166,184,346,4,W23,"MULTILINESTRING ((-54.97516667 -1.7755, -54.935777614218814 -1.93823181811389, -54.896381036473734 -2.10096240078114, -54.85697630311787 -2.26369164407263, -54.81756278 -2.426419444))",2018-09-13,2018-10-11
airway.425,432,2014-06-26,CONV,LOWER,245,FL,145,FL,213,231,33,51,W23,"MULTILINESTRING ((-54.81756278 -2.426419444, -54.908974493013716 -2.56640860797786, -55.00040609548976 -2.70639089553079, -55.09185867752985 -2.8463659296474897, -55.18333333 -2.986333333))",2018-09-13,2018-10-11
airway.426,435,2014-06-26,CONV,LOWER,245,FL,145,FL,222,239,42,58,W23,"MULTILINESTRING ((-56.004666667 -4.2405, -56.180774464437 -4.44024231458242, -56.35697699065454 -4.63994146649757, -56.5332785572667 -4.8395954834353, -56.709683481683946 -5.03920238939625, -56.88619608736255 -5.23876020453108, -57.06282070405194 -5.43826694497737, -57.239561668041965 -5.63772062269614, -57.41642332240962 -5.837119245307759, -57.593410017265526 -6.03646081592741, -57.77052611 -6.235743333))",2018-09-13,2018-10-11
airway.427,430,2014-06-26,CONV,LOWER,245,FL,145,FL,166,183,346,4,W23,"MULTILINESTRING ((-55.941833333 2.2190000000000003, -55.84508729835693 1.8195630412219999, -55.748383821619925 1.4201190906438, -55.65171354321585 1.0206696848419, -55.555067115988514 0.6212163591773121, -55.45843520169472 0.2217606481203649, -55.36180846751308 -0.1776959144003165, -55.265177582557214 -0.5771517946494195, -55.16853321439029 -0.9766054587367369, -55.07186602553837 -1.3760553722688, -54.97516667 -1.7755))",2018-09-13,2018-10-11
airway.428,6089,2017-06-21,CONV,LOWER,245,FL,145,FL,181,201,1,22,W24,"MULTILINESTRING ((-49.211111111 -16.640833333, -49.213244371899066 -16.80717075219457, -49.21538135439039 -16.97350546332689, -49.21752210411485 -17.13983744277352, -49.219666667 -17.306166667))",2018-09-13,2018-10-11
airway.429,3010,2017-06-21,CONV,LOWER,245,FL,145,FL,184,205,4,24,W24,"MULTILINESTRING ((-49.370000000000005 -20.3595, -49.382031833083666 -20.5107256988417, -49.3940873097186 -20.661947929247038, -49.406166667 -20.813166667))",2018-09-13,2018-10-11
airway.430,473,2015-02-05,CONV,LOWER,245,FL,145,FL,233,253,53,73,W29,"MULTILINESTRING ((-49.58833333 -16.9055, -49.678634902790705 -16.97193688629224, -49.769000000000005 -17.038333333))",2018-09-13,2018-10-11
airway.431,3008,2017-06-21,CONV,LOWER,245,FL,145,FL,180,201,360,20,W24,"MULTILINESTRING ((-49.219666667 -17.306166667, -49.21954826054808 -17.46819849208534, -49.21942964444808 -17.63022768054952, -49.21931081625195 -17.79225421114908, -49.21919177349622 -17.95427806272318, -49.21907251370172 -18.11629921419842, -49.218953034373385 -18.27831764458952, -49.218833333 -18.440333333))",2018-09-13,2018-10-11
airway.432,3009,2017-06-21,CONV,LOWER,245,FL,145,FL,184,204,4,25,W24,"MULTILINESTRING ((-49.218833333 -18.440333333, -49.233793208656756 -18.63227356972669, -49.248786712736496 -18.82420870201446, -49.263814294168746 -19.01613867976488, -49.27887640542982 -19.20806345292991, -49.29397350260198 -19.39998297151815, -49.309106045433026 -19.59189718559428, -49.32427449739663 -19.783806045278478, -49.33947932575358 -19.9757095007458, -49.35472100161392 -20.16760750222543, -49.370000000000005 -20.3595))",2018-09-13,2018-10-11
airway.433,451,2014-06-26,CONV,LOWER,245,FL,145,FL,145,156,325,337,W25,"MULTILINESTRING ((-66.98509722200001 -0.150588889, -66.89980939238492 -0.2730979514808418, -66.81451983595544 -0.3956063796621703, -66.729227778 -0.518113889))",2018-09-13,2018-10-11
airway.434,6904,2018-06-21,CONV,LOWER,245,FL,145,FL,145,157,325,337,W25,"MULTILINESTRING ((-66.729227778 -0.518113889, -66.5293566381657 -0.805169555606253, -66.32945753907399 -1.09221495219249, -66.1295205063676 -1.3792464146628198, -65.92953556000968 -1.6662602765427699, -65.72949271278513 -1.9532528683591, -65.52938196880426 -2.24022051701362, -65.32919332200514 -2.52715954515572, -65.12891675465444 -2.8140662705536497, -64.92854223584642 -3.1009370054641, -64.72805972 -3.387768056))",2018-09-13,2018-10-11
airway.435,5329,2017-10-12,RNAV,LOWER,245,FL,145,FL,63,82,242,262,Z21,"MULTILINESTRING ((-49.821983374 -25.842093393, -49.66162920413779 -25.766529478829987, -49.501478197000004 -25.69078835))",2018-09-13,2018-10-11
airway.436,5326,2017-10-12,RNAV,LOWER,245,FL,145,FL,64,80,244,261,Z21,"MULTILINESTRING ((-52.66296794 -27.13569286, -52.52284402566709 -27.073886758518878, -52.38287390508065 -27.01194064309797, -52.243057345000004 -26.949855035))",2018-09-13,2018-10-11
airway.437,6254,2017-10-12,RNAV,LOWER,235,FL,145,FL,51,71,231,252,Z21,"MULTILINESTRING ((-47.978966667 -25.325158333, -47.83971459441446 -25.22302640115106, -47.700695048274405 -25.120762083090558, -47.56190686330821 -25.01836620013112, -47.423348874648376 -24.915839570375837, -47.285019917823234 -24.81318300869767, -47.14691882879548 -24.7103973267538, -47.009044444000004 -24.607483333))",2018-09-13,2018-10-11
airway.438,5327,2017-10-12,RNAV,LOWER,245,FL,145,FL,64,81,243,261,Z21,"MULTILINESTRING ((-52.243057345000004 -26.949855035, -52.06917515384884 -26.8723707572079, -51.89553016980621 -26.79467201189008, -51.72212192247016 -26.716759801246088, -51.548949934 -26.638635126))",2018-09-13,2018-10-11
airway.439,5328,2017-10-12,RNAV,LOWER,245,FL,145,FL,63,81,243,262,Z21,"MULTILINESTRING ((-51.548949934 -26.638635126, -51.37519064333141 -26.5599249874075, -51.20166887907677 -26.48100237635362, -51.02838413426148 -26.401868303278448, -50.85533589464293 -26.32252377702863, -50.68252363879546 -26.2429698048392, -50.50994683819465 -26.16320739231578, -50.33760495730126 -26.083237543417148, -50.165497453644655 -26.00306126043818, -49.99362377790584 -25.922679543993258, -49.821983374 -25.842093393))",2018-09-13,2018-10-11
airway.440,5330,2017-10-12,RNAV,LOWER,245,FL,145,FL,62,82,242,260,Z21,"MULTILINESTRING ((-49.501478197000004 -25.69078835, -49.334460799871735 -25.61150516504218, -49.167663889 -25.532030556000002))",2018-09-13,2018-10-11
airway.441,3621,2017-10-12,RNAV,LOWER,235,FL,145,FL,79,98,259,279,Z21,"MULTILINESTRING ((-49.167663889 -25.532030556000002, -49.00901110465111 -25.505016965124568, -48.85042951270621 -25.47783168495785, -48.691919444 -25.450474999999997))",2018-09-13,2018-10-11
airway.442,6728,2017-10-12,RNAV,LOWER,235,FL,145,FL,32,53,212,232,Z21,"MULTILINESTRING ((-46.685813889 -24.126902778, -46.60693452440225 -24.008961858859358, -46.52819889 -23.89097861))",2018-09-13,2018-10-11
airway.443,6727,2017-10-12,RNAV,LOWER,235,FL,145,FL,32,53,212,233,Z21,"MULTILINESTRING ((-47.009044444000004 -24.607483333, -46.928007296869886 -24.48740582133453, -46.8471238791592 -24.36728300701066, -46.76639310381942 -24.24711521742341, -46.685813889 -24.126902778))",2018-09-13,2018-10-11
airway.444,5791,2017-10-12,RNAV,LOWER,235,FL,145,FL,81,101,261,281,Z21,"MULTILINESTRING ((-48.294205556 -25.381019444, -48.136549903164585 -25.353173296568798, -47.978966667 -25.325158333))",2018-09-13,2018-10-11
airway.445,3984,2017-10-12,RNAV,LOWER,235,FL,145,FL,78,98,258,278,Z21,"MULTILINESTRING ((-48.294205556 -25.381019444, -48.42672618977317 -25.404290903085197, -48.559297548905185 -25.427442811445868, -48.691919444 -25.450474999999997))",2018-09-13,2018-10-11
airway.446,5379,2014-03-06,CONV,LOWER,245,FL,145,FL,66,83,246,263,W27,"MULTILINESTRING ((-57.05083333 -1.7650000000000001, -56.95941470147895 -1.7238355500521398, -56.868 -1.6826666670000001))",2018-09-13,2018-10-11
airway.447,463,2014-05-29,CONV,LOWER,245,FL,145,FL,108,126,288,307,W27,"MULTILINESTRING ((-54.183 -2.630166667, -54.01567218306026 -2.6838558264343697, -53.84832976686414 -2.73752192616735, -53.68097246418158 -2.79116450241166, -53.51359998819831 -2.84478309142136, -53.34621205251824 -2.89837722949476, -53.178808371171534 -2.9519464529754798, -53.0113886586229 -3.00549029825354, -52.84395262977966 -3.05900830176637, -52.676500000000004 -3.1125000000000003))",2018-09-13,2018-10-11
airway.448,5725,2014-05-29,CONV,LOWER,245,FL,145,FL,108,127,288,307,W27,"MULTILINESTRING ((-52.676500000000004 -3.1125000000000003, -52.53356068626775 -3.15814303371128, -52.39060889303305 -3.2037662777649, -52.247644444 -3.249369444))",2018-09-13,2018-10-11
airway.449,462,2014-06-26,CONV,LOWER,245,FL,145,FL,108,126,288,306,W27,"MULTILINESTRING ((-54.81756278 -2.426419444, -54.65894051980451 -2.47738534397829, -54.50030613365945 -2.5283321114071797, -54.341659375607584 -2.57925935087472, -54.183 -2.630166667))",2018-09-13,2018-10-11
airway.450,5939,2014-11-13,CONV,LOWER,245,FL,145,FL,262,284,82,103,W31,"MULTILINESTRING ((-46.943741667 -19.674252778, -47.060575 -19.6890475))",2018-09-13,2018-10-11
airway.451,466,2014-06-26,CONV,LOWER,245,FL,145,FL,64,84,244,264,W27,"MULTILINESTRING ((-49.07566667 -1.681, -48.92637532083373 -1.60685561876373, -48.77709473854874 -1.53270020719666, -48.62782442678094 -1.4585342752998098, -48.478563889 -1.384358333))",2018-09-13,2018-10-11
airway.452,458,2017-06-21,CONV,LOWER,245,FL,145,FL,68,84,248,265,W27,"MULTILINESTRING ((-59.50883333 -2.7815000000000003, -59.26286937551475 -2.68005139399324, -59.01694592722995 -2.57855297781772, -58.77106146141023 -2.47700664790626, -58.525214452389285 -2.37541430042188, -58.27940337264793 -2.2737778312671497, -58.033626692891694 -2.17209913609379, -57.78788288212853 -2.07038011031231, -57.542170407746084 -1.9686226491019498, -57.296487735588954 -1.86682864742057, -57.05083333 -1.7650000000000001))",2018-09-13,2018-10-11
airway.453,465,2017-06-21,CONV,LOWER,245,FL,145,FL,64,84,244,264,W27,"MULTILINESTRING ((-50.66266667 -2.467166667, -50.50389260915437 -2.38862605424691, -50.34513658565568 -2.3100669088787, -50.186398007706906 -2.23148984299994, -50.02767628323042 -2.1528954685946697, -49.868970819877795 -2.07428439753032, -49.71028102503967 -1.99565724156176, -49.55160630585543 -1.9170146123353, -49.392946069223 -1.8383571213927, -49.23429972180854 -1.75968538017524, -49.07566667 -1.681))",2018-09-13,2018-10-11
airway.454,460,2017-06-21,CONV,LOWER,245,FL,145,FL,121,138,301,319,W27,"MULTILINESTRING ((-56.397833333 -1.486333333, -56.254038348828985 -1.57198522311389, -56.11023164540154 -1.6576270789701, -55.966412584302915 -1.74325835278899, -55.822580527367606 -1.8288784965855098, -55.678734836364626 -1.9144869623530698, -55.53487487322748 -2.00008320192422, -55.391000000000005 -2.085666667))",2018-09-13,2018-10-11
airway.455,457,2017-06-21,CONV,LOWER,245,FL,145,FL,65,80,245,261,W27,"MULTILINESTRING ((-60.054738889 -3.040030556, -59.918239000331596 -2.97542311100425, -59.78175500669753 -2.91079862156515, -59.64528656451843 -2.84615746036227, -59.50883333 -2.7815000000000003))",2018-09-13,2018-10-11
airway.456,459,2017-06-21,CONV,LOWER,245,FL,145,FL,67,85,247,265,W27,"MULTILINESTRING ((-56.868 -1.6826666670000001, -56.711267872744784 -1.61723427541205, -56.55454578552709 -1.55178966561736, -56.397833333 -1.486333333))",2018-09-13,2018-10-11
airway.457,461,2017-06-21,CONV,LOWER,245,FL,145,FL,121,139,301,318,W27,"MULTILINESTRING ((-55.391000000000005 -2.085666667, -55.24766540344473 -2.17087604679825, -55.10431475445197 -2.25607166437471, -54.96094742318924 -2.34125297755881, -54.81756278 -2.426419444))",2018-09-13,2018-10-11
airway.458,464,2017-06-22,CONV,LOWER,245,FL,145,FL,64,83,244,264,W27,"MULTILINESTRING ((-52.247644444 -3.249369444, -52.08904656838554 -3.17125223107919, -51.93047249570586 -3.0931104917770598, -51.7719216420168 -3.01494483502367, -51.61339342299762 -2.93675586959111, -51.454887253961 -2.8585442040973197, -51.29640254986302 -2.78031044700986, -51.13793872531313 -2.70205520664976, -50.97949519458401 -2.62377909119536, -50.82107137162146 -2.54548270868617, -50.66266667 -2.467166667))",2018-09-13,2018-10-11
airway.459,471,2017-06-21,CONV,LOWER,245,FL,145,FL,30,50,210,231,W28,"MULTILINESTRING ((-49.406166667 -20.813166667, -49.32542591924702 -20.68316182590237, -49.244822593774266 -20.553117270932038, -49.164355556000004 -20.423033333))",2018-09-13,2018-10-11
airway.460,3028,2017-06-21,CONV,LOWER,245,FL,145,FL,30,51,210,231,W28,"MULTILINESTRING ((-48.735833333 -19.722, -48.665171858745495 -19.60673277592186, -48.59461100030685 -19.49143640587304, -48.52415 -19.376111111))",2018-09-13,2018-10-11
airway.461,3027,2017-06-21,CONV,LOWER,245,FL,145,FL,30,51,210,231,W28,"MULTILINESTRING ((-48.892 -19.980166667, -48.8138535318182 -19.85110136231804, -48.735833333 -19.722))",2018-09-13,2018-10-11
airway.462,3029,2017-06-21,CONV,LOWER,245,FL,145,FL,30,51,210,230,W28,"MULTILINESTRING ((-48.52415 -19.376111111, -48.44826613850354 -19.25128521272933, -48.37249699071473 -19.126426188524498, -48.29684161154871 -19.001534313124328, -48.22129906 -18.87660986))",2018-09-13,2018-10-11
airway.463,3030,2017-06-21,CONV,LOWER,235,FL,155,FL,8,28,188,209,W28,"MULTILINESTRING ((-48.22129906 -18.87660986, -48.197125651433126 -18.70830799477201, -48.173 -18.54))",2018-09-13,2018-10-11
airway.464,5937,2017-06-21,CONV,LOWER,235,FL,155,FL,8,29,187,209,W28,"MULTILINESTRING ((-48.127752778 -18.213338889, -48.10302987313655 -18.03429784046573, -48.07835692008815 -17.855250328949168, -48.05373329096372 -17.67619642235191, -48.02915836223967 -17.497136188434478, -48.00463151469276 -17.3180696948194, -47.980152133333796 -17.13899700899425, -47.95571960734215 -16.95991819831464, -47.93133333 -16.78083333))",2018-09-13,2018-10-11
airway.465,3032,2017-06-21,CONV,LOWER,235,FL,155,FL,354,16,175,195,W28,"MULTILINESTRING ((-47.93133333 -16.78083333, -47.94649002480965 -16.62935308253423, -47.96162294865168 -16.47786952382485, -47.97673236700186 -16.32638268394767, -47.9918185438708 -16.17489259297413, -48.00688174182367 -16.02339928097173, -48.021922222 -15.871902778))",2018-09-13,2018-10-11
airway.466,3031,2017-06-21,CONV,LOWER,235,FL,155,FL,8,29,188,209,W28,"MULTILINESTRING ((-48.173 -18.54, -48.150355093680865 -18.376672188659708, -48.127752778 -18.213338889))",2018-09-13,2018-10-11
airway.467,5484,2017-06-21,CONV,LOWER,245,FL,145,FL,30,51,210,231,W28,"MULTILINESTRING ((-49.164355556000004 -20.423033333, -49.07339897653987 -20.27546056300474, -48.98261433376795 -20.12783818316136, -48.892 -19.980166667))",2018-09-13,2018-10-11
airway.468,6087,2017-06-21,CONV,LOWER,245,FL,145,FL,234,254,54,75,W29,"MULTILINESTRING ((-49.211111111 -16.640833333, -49.3367359636881 -16.72913294401999, -49.462476485935 -16.817355332877, -49.58833333 -16.9055))",2018-09-13,2018-10-11
airway.469,6611,2018-02-01,CONV,LOWER,245,FL,145,FL,234,252,54,71,W29,"MULTILINESTRING ((-54.414097222 -20.297286111000002, -54.5513582583213 -20.390454505396708, -54.68878425 -20.48351375))",2018-09-13,2018-10-11
airway.470,6849,2018-02-01,CONV,LOWER,245,FL,145,FL,234,253,54,72,W29,"MULTILINESTRING ((-52.309711111 -18.849080556, -52.453071762619835 -18.94927669241421, -52.59660354006028 -19.04936078204663, -52.740307430861556 -19.14933205908296, -52.884184422193925 -19.249189755457788, -53.028235500830775 -19.34893310084419, -53.172461653121246 -19.448561322643318, -53.316863865 -19.548073646))",2018-09-13,2018-10-11
airway.471,4344,2017-06-21,CONV,LOWER,245,FL,145,FL,233,254,54,73,W29,"MULTILINESTRING ((-49.769000000000005 -17.038333333, -49.99490105169329 -17.20213426731052, -50.22119958019507 -17.36567892925513, -50.44789968532278 -17.52896429331884, -50.67500546685855 -17.69198732023844, -50.902521024341276 -17.854744956879998, -51.13045045685109 -18.01723413611689, -51.35879786282211 -18.17945177673428, -51.58756733965541 -18.341394783198588, -51.81676298373543 -18.50306004571909, -52.04638889 -18.66444444))",2018-09-13,2018-10-11
airway.472,475,2018-02-01,CONV,LOWER,245,FL,145,FL,234,252,54,72,W29,"MULTILINESTRING ((-54.094 -20.07916667, -54.20060015635636 -20.15193844067721, -54.307299099948 -20.224645025572958, -54.414097222 -20.297286111000002))",2018-09-13,2018-10-11
airway.473,4345,2018-02-01,CONV,LOWER,245,FL,145,FL,234,253,54,73,W29,"MULTILINESTRING ((-52.04638889 -18.66444444, -52.177978393411564 -18.75680929033351, -52.309711111 -18.849080556))",2018-09-13,2018-10-11
airway.474,5339,2018-02-01,CONV,LOWER,245,FL,145,FL,234,252,54,72,W29,"MULTILINESTRING ((-53.316863865 -19.548073646, -53.44602938408715 -19.636825236329248, -53.575336836935406 -19.72548313617232, -53.70478692452356 -19.814046788602727, -53.83438034746803 -19.90251563521828, -53.964117806005675 -19.99088911613545, -54.094 -20.07916667))",2018-09-13,2018-10-11
airway.475,3068,2015-03-05,CONV,LOWER,245,FL,145,FL,344,5,164,185,W30,"MULTILINESTRING ((-48.092666667 -19.312666667000002, -48.13561911504953 -19.16732668672701, -48.17849633288072 -19.02197437988892, -48.22129906 -18.87660986))",2018-09-13,2018-10-11
airway.476,3071,2015-03-05,CONV,LOWER,245,FL,145,FL,358,19,178,199,W30,"MULTILINESTRING ((-48.270500000000006 -17.582833333, -48.276220662566935 -17.41470593795183, -48.28193086814332 -17.2465755479511, -48.28763074283819 -17.07844218883167, -48.2933204119543 -16.91030588651377, -48.299 -16.742166667))",2018-09-13,2018-10-11
airway.477,3070,2015-03-05,CONV,LOWER,245,FL,145,FL,358,19,178,199,W30,"MULTILINESTRING ((-48.240333333 -18.425666667, -48.24422326441062 -18.31676038266775, -48.248108333 -18.207852778))",2018-09-13,2018-10-11
airway.478,3072,2015-08-20,CONV,LOWER,245,FL,145,FL,17,38,197,218,W30,"MULTILINESTRING ((-48.299 -16.742166667, -48.25264919314722 -16.597153096366718, -48.20636783902627 -16.45212719434812, -48.160155198456245 -16.30708908660624, -48.11401053599226 -16.16203889829025, -48.06793311987868 -16.0169767540433, -48.021922222 -15.871902778))",2018-09-13,2018-10-11
airway.479,5935,2014-11-13,CONV,LOWER,245,FL,145,FL,358,19,178,199,W30,"MULTILINESTRING ((-48.248108333 -18.207852778, -48.25372100316735 -18.05160192450587, -48.25932376528884 -17.895348385409818, -48.264916728182726 -17.7390921813431, -48.270500000000006 -17.582833333))",2018-09-13,2018-10-11
airway.480,4083,2013-12-12,CONV,LOWER,245,FL,195,FL,351,12,171,192,W30,"MULTILINESTRING ((-47.687333333 -21.686, -47.709561651181865 -21.55017438351442, -47.731748627716655 -21.41434359788915, -47.75389462419692 -21.27850768009649, -47.776 -21.142666667))",2018-09-13,2018-10-11
airway.481,3063,2015-03-05,CONV,LOWER,245,FL,195,FL,351,11,171,192,W30,"MULTILINESTRING ((-47.5624525 -22.43018444, -47.58753372190274 -22.28136063571727, -47.61256191649528 -22.132530238867307, -47.637537585159656 -21.98369330024637, -47.66246122582293 -21.834849870475377, -47.687333333 -21.686))",2018-09-13,2018-10-11
airway.482,476,2017-06-21,CONV,LOWER,245,FL,155,FL,350,10,170,191,W30,"MULTILINESTRING ((-47.378219444 -23.507055556, -47.40605611961287 -23.36444821401764, -47.433833333 -23.221833333))",2018-09-13,2018-10-11
airway.483,3065,2017-06-21,CONV,LOWER,245,FL,145,FL,353,14,173,194,W30,"MULTILINESTRING ((-47.856 -20.543666667, -47.87802339634124 -20.37866961268393, -47.9 -20.213666667000002))",2018-09-13,2018-10-11
airway.484,3061,2017-06-21,CONV,LOWER,245,FL,155,FL,352,13,172,193,W30,"MULTILINESTRING ((-47.433833333 -23.221833333, -47.44812208902193 -23.13110363718781, -47.462391636 -23.040371605))",2018-09-13,2018-10-11
airway.485,3067,2017-06-21,CONV,LOWER,245,FL,145,FL,344,5,164,186,W30,"MULTILINESTRING ((-47.959166667 -19.7655, -48.00374952195032 -19.61456905476733, -48.048249242402036 -19.463624567886487, -48.092666667 -19.312666667000002))",2018-09-13,2018-10-11
airway.486,3066,2017-06-21,CONV,LOWER,245,FL,145,FL,353,14,173,193,W30,"MULTILINESTRING ((-47.9 -20.213666667000002, -47.919759474299816 -20.064282493093838, -47.93948157289623 -19.91489359162634, -47.959166667 -19.7655))",2018-09-13,2018-10-11
airway.487,3069,2017-06-21,CONV,LOWER,245,FL,145,FL,358,18,178,199,W30,"MULTILINESTRING ((-48.22129906 -18.87660986, -48.22765500619496 -18.72629808102094, -48.233999725098535 -18.57598367711898, -48.240333333 -18.425666667))",2018-09-13,2018-10-11
airway.488,3064,2017-06-21,CONV,LOWER,245,FL,145,FL,353,13,173,194,W30,"MULTILINESTRING ((-47.776 -21.142666667, -47.79605955047874 -20.99292411272133, -47.81607914123081 -20.84317656919435, -47.836059162013385 -20.693424074590148, -47.856 -20.543666667))",2018-09-13,2018-10-11
airway.489,6846,2017-10-12,CONV,LOWER,245,FL,195,FL,351,12,171,192,W30,"MULTILINESTRING ((-47.483441667 -22.906280556000002, -47.509839300633296 -22.747589333208328, -47.5361760418932 -22.588890607701718, -47.5624525 -22.43018444))",2018-09-13,2018-10-11
airway.490,6057,2017-10-12,CONV,LOWER,245,FL,155,FL,352,13,172,193,W30,"MULTILINESTRING ((-47.462391636 -23.040371605, -47.483441667 -22.906280556000002))",2018-09-13,2018-10-11
airway.491,482,2013-11-14,CONV,LOWER,245,FL,145,FL,280,302,100,122,W31,"MULTILINESTRING ((-44.67483333 -19.69033333, -44.839123899050485 -19.663558355906638, -45.00335978165571 -19.63663318405306, -45.16754077214472 -19.60955808562489, -45.331666667 -19.582333333))",2018-09-13,2018-10-11
airway.492,3880,2013-12-12,CONV,LOWER,245,FL,145,FL,280,302,100,122,W31,"MULTILINESTRING ((-44.793105556 -19.671019444, -44.97269155101781 -19.6416365825172, -45.15221201021437 -19.61207442698634, -45.331666667 -19.582333333))",2018-09-13,2018-10-11
airway.493,480,2013-12-12,CONV,LOWER,245,FL,145,FL,283,305,103,125,W31,"MULTILINESTRING ((-44.003561111 -19.835769444, -44.13948066466751 -19.80578302405441, -44.275349207293935 -19.77569314006314, -44.411166667 -19.7455))",2018-09-13,2018-10-11
airway.494,485,2014-11-13,CONV,LOWER,245,FL,145,FL,268,289,88,109,W31,"MULTILINESTRING ((-47.5075 -19.7515, -47.658046759227176 -19.756293280321, -47.808602393168705 -19.76095996017408, -47.959166667 -19.7655))",2018-09-13,2018-10-11
airway.495,484,2017-06-21,CONV,LOWER,245,FL,145,FL,262,283,82,103,W31,"MULTILINESTRING ((-47.060575 -19.6890475, -47.209511396727216 -19.709988792438388, -47.35848645513829 -19.7308063500077, -47.5075 -19.7515))",2018-09-13,2018-10-11
airway.496,483,2017-06-21,CONV,LOWER,245,FL,145,FL,279,302,100,122,W31,"MULTILINESTRING ((-45.331666667 -19.582333333, -45.47726344223267 -19.55945071170331, -45.6228190452794 -19.53645065016363, -45.76833333 -19.51333333))",2018-09-13,2018-10-11
airway.497,2899,2017-06-21,CONV,LOWER,245,FL,145,FL,262,284,82,104,W31,"MULTILINESTRING ((-45.76833333 -19.51333333, -45.93308236280744 -19.53657279917146, -46.09787839025867 -19.559661976373658, -46.2627211803008 -19.58260062790584, -46.42761049904906 -19.605388521366407, -46.592546110793116 -19.62802542565936, -46.757527778000004 -19.650511111))",2018-09-13,2018-10-11
airway.498,2900,2017-06-21,CONV,LOWER,245,FL,145,FL,262,284,82,104,W31,"MULTILINESTRING ((-46.757527778000004 -19.650511111, -46.943741667 -19.674252778))",2018-09-13,2018-10-11
airway.499,5262,2014-04-03,CONV,LOWER,245,FL,145,FL,53,74,233,254,W40,"MULTILINESTRING ((-33.105166667 -4.360833333, -32.97005244950006 -4.2600624415105095, -32.834973398707795 -4.1592675310243195, -32.69992867887047 -4.05844917762441, -32.56491745419836 -3.9576079568884097, -32.429938889 -3.8567444440000003))",2018-09-13,2018-10-11
airway.500,487,2014-06-26,CONV,LOWER,245,FL,145,FL,54,76,234,255,W40,"MULTILINESTRING ((-34.70533333 -5.517666667, -34.54505918199859 -5.4021644079222595, -34.384845735918816 -5.28661942408736, -34.22469168534235 -5.17103264946544, -34.064595723779156 -5.055405016969989, -33.90455654480625 -4.93973745857706, -33.74457284204227 -4.82403090532696, -33.58464330914932 -4.7082862873455, -33.42476663983448 -4.59250453386525, -33.26494152785122 -4.47668657324688, -33.105166667 -4.360833333))",2018-09-13,2018-10-11
airway.501,486,2014-06-26,CONV,LOWER,245,FL,145,FL,54,76,234,256,W40,"MULTILINESTRING ((-35.248666667 -5.908333333, -35.112763904278985 -5.81071561287259, -34.97690795549245 -5.71306488262368, -34.8410980281611 -5.61538171116601, -34.70533333 -5.517666667))",2018-09-13,2018-10-11
airway.502,491,2017-06-21,CONV,LOWER,245,FL,145,FL,30,51,210,231,W41,"MULTILINESTRING ((-33.319 -5.3985, -33.24072458713385 -5.26433067461249, -33.162482721970896 -5.13015094142798, -33.0842735333626 -4.995961070842149, -33.006096151347876 -4.86176133287115, -32.9279497071213 -4.72755199716179, -32.849833333 -4.593333333))",2018-09-13,2018-10-11
